,Province_State,Date,value
600,Iowa,2/2/20,0
601,Kansas,2/2/20,0
602,Kentucky,2/2/20,0
603,Louisiana,2/2/20,0
604,Maine,2/2/20,0
605,Maryland,2/2/20,0
606,Massachusetts,2/2/20,0
607,Michigan,2/2/20,0
608,Minnesota,2/2/20,0
609,Mississippi,2/2/20,0
610,Missouri,2/2/20,0
611,Montana,2/2/20,0
612,Nebraska,2/2/20,0
613,Nevada,2/2/20,0
614,New Hampshire,2/2/20,0
615,New Jersey,2/2/20,0
616,New Mexico,2/2/20,0
617,New York,2/2/20,0
618,North Carolina,2/2/20,0
619,North Dakota,2/2/20,0
620,Ohio,2/2/20,0
621,Oklahoma,2/2/20,0
622,Oregon,2/2/20,0
623,Pennsylvania,2/2/20,0
624,Rhode Island,2/2/20,0
625,South Carolina,2/2/20,0
626,South Dakota,2/2/20,0
627,Tennessee,2/2/20,0
628,Texas,2/2/20,0
629,Utah,2/2/20,0
630,Vermont,2/2/20,0
631,Virginia,2/2/20,0
632,Washington,2/2/20,0
633,West Virginia,2/2/20,0
634,Wisconsin,2/2/20,0
635,Wyoming,2/2/20,0
636,Alabama,2/3/20,0
637,Alaska,2/3/20,0
638,Arizona,2/3/20,0
639,Arkansas,2/3/20,0
640,California,2/3/20,0
641,Colorado,2/3/20,0
642,Connecticut,2/3/20,0
643,Delaware,2/3/20,0
644,Diamond Princess,2/3/20,0
645,District of Columbia,2/3/20,0
646,Florida,2/3/20,0
647,Georgia,2/3/20,0
648,Grand Princess,2/3/20,0
649,Hawaii,2/3/20,0
650,Idaho,2/3/20,0
651,Illinois,2/3/20,0
652,Indiana,2/3/20,0
653,Iowa,2/3/20,0
654,Kansas,2/3/20,0
655,Kentucky,2/3/20,0
656,Louisiana,2/3/20,0
657,Maine,2/3/20,0
658,Maryland,2/3/20,0
659,Massachusetts,2/3/20,0
660,Michigan,2/3/20,0
661,Minnesota,2/3/20,0
662,Mississippi,2/3/20,0
663,Missouri,2/3/20,0
664,Montana,2/3/20,0
665,Nebraska,2/3/20,0
666,Nevada,2/3/20,0
667,New Hampshire,2/3/20,0
668,New Jersey,2/3/20,0
669,New Mexico,2/3/20,0
670,New York,2/3/20,0
671,North Carolina,2/3/20,0
672,North Dakota,2/3/20,0
673,Ohio,2/3/20,0
674,Oklahoma,2/3/20,0
675,Oregon,2/3/20,0
676,Pennsylvania,2/3/20,0
677,Rhode Island,2/3/20,0
678,South Carolina,2/3/20,0
679,South Dakota,2/3/20,0
680,Tennessee,2/3/20,0
681,Texas,2/3/20,0
682,Utah,2/3/20,0
683,Vermont,2/3/20,0
684,Virginia,2/3/20,0
685,Washington,2/3/20,0
686,West Virginia,2/3/20,0
687,Wisconsin,2/3/20,0
688,Wyoming,2/3/20,0
689,Alabama,2/4/20,0
690,Alaska,2/4/20,0
691,Arizona,2/4/20,0
692,Arkansas,2/4/20,0
693,California,2/4/20,0
694,Colorado,2/4/20,0
695,Connecticut,2/4/20,0
696,Delaware,2/4/20,0
697,Diamond Princess,2/4/20,0
698,District of Columbia,2/4/20,0
699,Florida,2/4/20,0
700,Georgia,2/4/20,0
701,Grand Princess,2/4/20,0
702,Hawaii,2/4/20,0
703,Idaho,2/4/20,0
704,Illinois,2/4/20,0
705,Indiana,2/4/20,0
706,Iowa,2/4/20,0
707,Kansas,2/4/20,0
708,Kentucky,2/4/20,0
709,Louisiana,2/4/20,0
710,Maine,2/4/20,0
711,Maryland,2/4/20,0
712,Massachusetts,2/4/20,0
713,Michigan,2/4/20,0
714,Minnesota,2/4/20,0
715,Mississippi,2/4/20,0
716,Missouri,2/4/20,0
717,Montana,2/4/20,0
718,Nebraska,2/4/20,0
719,Nevada,2/4/20,0
720,New Hampshire,2/4/20,0
721,New Jersey,2/4/20,0
722,New Mexico,2/4/20,0
723,New York,2/4/20,0
724,North Carolina,2/4/20,0
725,North Dakota,2/4/20,0
726,Ohio,2/4/20,0
727,Oklahoma,2/4/20,0
728,Oregon,2/4/20,0
729,Pennsylvania,2/4/20,0
730,Rhode Island,2/4/20,0
731,South Carolina,2/4/20,0
732,South Dakota,2/4/20,0
733,Tennessee,2/4/20,0
734,Texas,2/4/20,0
735,Utah,2/4/20,0
736,Vermont,2/4/20,0
737,Virginia,2/4/20,0
738,Washington,2/4/20,0
739,West Virginia,2/4/20,0
740,Wisconsin,2/4/20,0
741,Wyoming,2/4/20,0
742,Alabama,2/5/20,0
743,Alaska,2/5/20,0
744,Arizona,2/5/20,0
745,Arkansas,2/5/20,0
746,California,2/5/20,0
747,Colorado,2/5/20,0
748,Connecticut,2/5/20,0
749,Delaware,2/5/20,0
750,Diamond Princess,2/5/20,0
751,District of Columbia,2/5/20,0
752,Florida,2/5/20,0
753,Georgia,2/5/20,0
754,Grand Princess,2/5/20,0
755,Hawaii,2/5/20,0
756,Idaho,2/5/20,0
757,Illinois,2/5/20,0
758,Indiana,2/5/20,0
759,Iowa,2/5/20,0
760,Kansas,2/5/20,0
761,Kentucky,2/5/20,0
762,Louisiana,2/5/20,0
763,Maine,2/5/20,0
764,Maryland,2/5/20,0
765,Massachusetts,2/5/20,0
766,Michigan,2/5/20,0
767,Minnesota,2/5/20,0
768,Mississippi,2/5/20,0
769,Missouri,2/5/20,0
770,Montana,2/5/20,0
771,Nebraska,2/5/20,0
772,Nevada,2/5/20,0
773,New Hampshire,2/5/20,0
774,New Jersey,2/5/20,0
775,New Mexico,2/5/20,0
776,New York,2/5/20,0
777,North Carolina,2/5/20,0
778,North Dakota,2/5/20,0
779,Ohio,2/5/20,0
780,Oklahoma,2/5/20,0
781,Oregon,2/5/20,0
782,Pennsylvania,2/5/20,0
783,Rhode Island,2/5/20,0
784,South Carolina,2/5/20,0
785,South Dakota,2/5/20,0
786,Tennessee,2/5/20,0
787,Texas,2/5/20,0
788,Utah,2/5/20,0
789,Vermont,2/5/20,0
790,Virginia,2/5/20,0
791,Washington,2/5/20,0
792,West Virginia,2/5/20,0
793,Wisconsin,2/5/20,0
794,Wyoming,2/5/20,0
795,Alabama,2/6/20,0
796,Alaska,2/6/20,0
797,Arizona,2/6/20,0
798,Arkansas,2/6/20,0
799,California,2/6/20,0
800,Colorado,2/6/20,0
801,Connecticut,2/6/20,0
802,Delaware,2/6/20,0
803,Diamond Princess,2/6/20,0
804,District of Columbia,2/6/20,0
805,Florida,2/6/20,0
806,Georgia,2/6/20,0
807,Grand Princess,2/6/20,0
808,Hawaii,2/6/20,0
809,Idaho,2/6/20,0
810,Illinois,2/6/20,0
811,Indiana,2/6/20,0
812,Iowa,2/6/20,0
813,Kansas,2/6/20,0
814,Kentucky,2/6/20,0
815,Louisiana,2/6/20,0
816,Maine,2/6/20,0
817,Maryland,2/6/20,0
818,Massachusetts,2/6/20,0
819,Michigan,2/6/20,0
820,Minnesota,2/6/20,0
821,Mississippi,2/6/20,0
822,Missouri,2/6/20,0
823,Montana,2/6/20,0
824,Nebraska,2/6/20,0
825,Nevada,2/6/20,0
826,New Hampshire,2/6/20,0
827,New Jersey,2/6/20,0
828,New Mexico,2/6/20,0
829,New York,2/6/20,0
830,North Carolina,2/6/20,0
831,North Dakota,2/6/20,0
832,Ohio,2/6/20,0
833,Oklahoma,2/6/20,0
834,Oregon,2/6/20,0
835,Pennsylvania,2/6/20,0
836,Rhode Island,2/6/20,0
837,South Carolina,2/6/20,0
838,South Dakota,2/6/20,0
839,Tennessee,2/6/20,0
840,Texas,2/6/20,0
841,Utah,2/6/20,0
842,Vermont,2/6/20,0
843,Virginia,2/6/20,0
844,Washington,2/6/20,0
845,West Virginia,2/6/20,0
846,Wisconsin,2/6/20,0
847,Wyoming,2/6/20,0
848,Alabama,2/7/20,0
849,Alaska,2/7/20,0
850,Arizona,2/7/20,0
851,Arkansas,2/7/20,0
852,California,2/7/20,0
